instrument_name,note,frequencies
Violin,C7,"[4186.00904481 7902.1328201  3951.06641005 4434.92209563 1046.5022612
  880.          987.76660251   97.998859    830.60939516  554.36526195
  110.           65.40639133]"
Violin,C7,"[7902.1328201  4186.00904481 3951.06641005 4434.92209563   97.998859
  880.           92.49860568   69.29565774   65.40639133 1046.5022612
  830.60939516  987.76660251]"
Violin,D#4,"[ 622.25396744 1864.65504607  587.32953583  659.25511383 1760.
 1975.53320502 1244.50793489 2489.01586978 4434.92209563 3135.96348785
 1174.65907167 1318.51022765]"
Violin,D#4,"[ 622.25396744 1864.65504607  659.25511383  587.32953583 1244.50793489
 1975.53320502 1760.         3135.96348785 2489.01586978 1318.51022765
 3729.31009214 1174.65907167]"
Violin,D#4,"[ 622.25396744 1864.65504607  587.32953583  659.25511383 1975.53320502
 1760.         1244.50793489 2489.01586978 1174.65907167 1318.51022765
 3135.96348785 4434.92209563]"
Violin,D#4,"[ 622.25396744 1864.65504607  587.32953583  659.25511383 1760.
 1244.50793489 1975.53320502 1174.65907167 3135.96348785 1318.51022765
 2489.01586978 2959.95538169]"
Violin,D#4,"[ 622.25396744 1864.65504607  587.32953583  659.25511383 1975.53320502
 1760.         1244.50793489 2489.01586978 1174.65907167 1318.51022765
 3135.96348785 2959.95538169]"
Violin,D#4,"[ 622.25396744 1864.65504607  587.32953583  659.25511383 1244.50793489
 1760.         1975.53320502 1174.65907167 1318.51022765 2489.01586978
 3135.96348785 2959.95538169]"
Violin,D#5,"[1244.50793489 4978.03173955 1174.65907167 2489.01586978 1318.51022765
 3729.31009214 7458.62018429 6271.92697571 4698.63628668 5274.04091061
 2349.31814334 2637.0204553 ]"
Violin,D#5,"[1244.50793489 1174.65907167 2489.01586978 1318.51022765 6271.92697571
 4978.03173955 2349.31814334 7458.62018429 2637.0204553  3729.31009214
 5919.91076339 4698.63628668]"
Violin,D#5,"[1244.50793489 1174.65907167 1318.51022765 4978.03173955 2489.01586978
 3729.31009214 5274.04091061 4698.63628668 7458.62018429 2637.0204553
 2349.31814334 6271.92697571]"
Violin,D#5,"[1244.50793489 2489.01586978 4978.03173955 3729.31009214 7458.62018429
 1318.51022765 1174.65907167 6271.92697571 2637.0204553  2349.31814334
 3951.06641005 5274.04091061]"
Violin,D#5,"[1244.50793489 2489.01586978 1318.51022765 1174.65907167 4978.03173955
 2637.0204553  2349.31814334 6271.92697571 3729.31009214 7458.62018429
 5274.04091061 5919.91076339]"
Violin,D#5,"[1244.50793489 1318.51022765 1174.65907167 2489.01586978 4978.03173955
 2637.0204553  2349.31814334 5274.04091061 4698.63628668 3729.31009214
 6271.92697571 7458.62018429]"
Violin,D#5,"[1244.50793489 2489.01586978 1318.51022765 1174.65907167 4978.03173955
 3729.31009214 6271.92697571 2349.31814334 2637.0204553  7458.62018429
 5274.04091061 4698.63628668]"
Violin,D#5,"[1244.50793489 2489.01586978 1174.65907167 1318.51022765 2349.31814334
 2637.0204553  3729.31009214 4978.03173955   97.998859    103.82617439
   92.49860568   87.30705786]"
Violin,D#5,"[1244.50793489 1174.65907167 1318.51022765 2489.01586978 4978.03173955
 2349.31814334 2637.0204553  5274.04091061 4698.63628668 3729.31009214
 1046.5022612    65.40639133]"
Violin,D#6,"[2489.01586978 7458.62018429 2349.31814334 2637.0204553  4978.03173955
 7902.1328201  7040.         4698.63628668 5274.04091061  103.82617439
   97.998859   1046.5022612 ]"
Violin,D#6,"[2489.01586978 4978.03173955 7458.62018429 2637.0204553  5274.04091061
 2349.31814334 4698.63628668 7902.1328201  7040.         1046.5022612
 1108.73052391   97.998859  ]"
Violin,D#6,"[2489.01586978 7458.62018429 2349.31814334 2637.0204553  4978.03173955
 7040.         7902.1328201  4698.63628668 5274.04091061   97.998859
  103.82617439 1046.5022612 ]"
Violin,D#6,"[2489.01586978 4978.03173955 2637.0204553  7458.62018429 2349.31814334
 5274.04091061 4698.63628668 7902.1328201  7040.           69.29565774
   97.998859    103.82617439]"
Violin,D#6,"[2489.01586978 7458.62018429 2637.0204553  2349.31814334 7902.1328201
 7040.         4978.03173955 5274.04091061 4698.63628668   97.998859
  103.82617439   92.49860568]"
Violin,D#6,"[2489.01586978 4978.03173955 2637.0204553  2349.31814334 5274.04091061
 7458.62018429 4698.63628668 7902.1328201    97.998859   7040.
  103.82617439  110.        ]"
Violin,D#7,"[4978.03173955 5274.04091061 4698.63628668  932.32752304 1108.73052391
  103.82617439  880.         1046.5022612   587.32953583  110.
  116.54094038  554.36526195]"
Violin,D#7,"[4978.03173955 5274.04091061 4698.63628668  103.82617439 1108.73052391
  932.32752304   97.998859    880.           73.41619198   69.29565774
  110.         1046.5022612 ]"
Violin,D#7,"[4978.03173955 4698.63628668 5274.04091061  103.82617439   97.998859
  110.          116.54094038   92.49860568   87.30705786   73.41619198
  123.47082531   65.40639133]"
Violin,D4,"[ 587.32953583  554.36526195  622.25396744 1174.65907167 1108.73052391
 1244.50793489 1760.         2959.95538169 1661.21879032 1864.65504607
 4698.63628668 4186.00904481]"
Violin,D4,"[ 587.32953583  554.36526195  622.25396744 1174.65907167 1108.73052391
 1760.         1244.50793489 1864.65504607 1661.21879032 4186.00904481
 2959.95538169 4698.63628668]"
Violin,D4,"[ 587.32953583  554.36526195  622.25396744 1174.65907167 1244.50793489
 1108.73052391 1760.         2959.95538169 4698.63628668 4186.00904481
 1864.65504607 1661.21879032]"
Violin,D4,"[ 587.32953583  554.36526195  622.25396744 1174.65907167 1108.73052391
 1244.50793489 1760.         1661.21879032 1864.65504607 4186.00904481
 2959.95538169 3951.06641005]"
Violin,D4,"[ 587.32953583  554.36526195  622.25396744 1174.65907167 1108.73052391
 1244.50793489 1760.         2959.95538169 1661.21879032 1864.65504607
 2793.82585146 4186.00904481]"
Violin,D4,"[ 587.32953583 1174.65907167  622.25396744  554.36526195 1244.50793489
 1108.73052391 1760.         1864.65504607 1661.21879032   97.998859
 2349.31814334 2959.95538169]"
Violin,D5,"[1174.65907167 1244.50793489 1108.73052391 5919.91076339 4698.63628668
 3520.         7902.1328201  5587.65170293 4978.03173955 6271.92697571
 7040.         2349.31814334]"
Violin,D5,"[1174.65907167 1244.50793489 1108.73052391 4698.63628668 5919.91076339
 2349.31814334 5587.65170293 3520.         4978.03173955 4434.92209563
 6271.92697571 7040.        ]"
Violin,D5,"[1174.65907167 1244.50793489 1108.73052391 4698.63628668 3520.
 2349.31814334 4978.03173955 4434.92209563 3729.31009214 5919.91076339
 2489.01586978 7902.1328201 ]"
Violin,D5,"[1174.65907167 1244.50793489 5919.91076339 4698.63628668 1108.73052391
 3520.         7040.         4978.03173955 5587.65170293 7902.1328201
 6271.92697571 2349.31814334]"
Violin,D5,"[1174.65907167 1244.50793489 1108.73052391 5919.91076339 4698.63628668
 2349.31814334 5587.65170293 4978.03173955 6271.92697571 3520.
 4434.92209563   97.998859  ]"
Violin,D5,"[1174.65907167 1244.50793489 1108.73052391 4698.63628668 2349.31814334
 3520.         4978.03173955 5919.91076339 4434.92209563 2489.01586978
 3729.31009214 7902.1328201 ]"
Violin,D5,"[1174.65907167 1244.50793489 4698.63628668 1108.73052391 5919.91076339
 3520.         4978.03173955 5587.65170293 7040.         4434.92209563
 6271.92697571   97.998859  ]"
Violin,D5,"[1174.65907167 1244.50793489 1108.73052391 2349.31814334 5919.91076339
 4698.63628668 3520.         2489.01586978   87.30705786 5587.65170293
   97.998859   4978.03173955]"
Violin,D5,"[1174.65907167 1244.50793489 1108.73052391 2349.31814334 4698.63628668
 3520.         2489.01586978 4978.03173955 2217.46104781 4434.92209563
 5919.91076339 1046.5022612 ]"
Violin,D6,"[7040.         7458.62018429 6644.87516128 4698.63628668 2349.31814334
 4978.03173955 4434.92209563 2489.01586978 2217.46104781 1046.5022612
   97.998859    554.36526195]"
Violin,D6,"[4698.63628668 7040.         4978.03173955 7458.62018429 2349.31814334
 4434.92209563 6644.87516128 2489.01586978 2217.46104781 1046.5022612
 1108.73052391  554.36526195]"
Violin,D6,"[7040.         7458.62018429 6644.87516128 4698.63628668 2349.31814334
 4434.92209563 4978.03173955 2489.01586978 2217.46104781   65.40639133
   97.998859    116.54094038]"
Violin,D6,"[4698.63628668 7040.         2349.31814334 4978.03173955 4434.92209563
 7458.62018429 6644.87516128 2489.01586978 2217.46104781   97.998859
 1046.5022612   554.36526195]"
Violin,D6,"[7040.         7458.62018429 4698.63628668 6644.87516128 4978.03173955
 2349.31814334 4434.92209563   97.998859   2489.01586978  103.82617439
 2217.46104781   69.29565774]"
Violin,D6,"[4698.63628668 7040.         4978.03173955 4434.92209563 2349.31814334
   97.998859    103.82617439 7458.62018429   69.29565774   92.49860568
  110.           65.40639133]"
Violin,D7,"[4698.63628668 4978.03173955 4434.92209563  880.         1046.5022612
   97.998859    830.60939516  987.76660251  554.36526195  103.82617439
  110.          523.2511306 ]"
Violin,D7,"[4698.63628668 4978.03173955 4434.92209563   97.998859    880.
 1046.5022612    92.49860568  830.60939516   69.29565774   65.40639133
  987.76660251  103.82617439]"
Violin,D7,"[4698.63628668 4978.03173955 4434.92209563   97.998859    880.
   87.30705786   82.40688923  103.82617439  110.         1046.5022612
  830.60939516   69.29565774]"
Violin,E4,"[ 659.25511383  622.25396744  698.45646287 1318.51022765 1975.53320502
 1244.50793489 1396.91292573 5274.04091061 2093.0045224  3322.43758064
 1864.65504607 3951.06641005]"
Violin,E4,"[ 659.25511383  698.45646287  622.25396744 1318.51022765 4698.63628668
 3951.06641005 1975.53320502 4434.92209563 5919.91076339 1396.91292573
 2637.0204553  1244.50793489]"
Violin,E4,"[ 659.25511383  698.45646287  622.25396744 1318.51022765 1975.53320502
 1396.91292573 1244.50793489 2093.0045224  1864.65504607 3322.43758064
 5274.04091061 3135.96348785]"
Violin,E4,"[ 659.25511383  622.25396744  698.45646287 1318.51022765 1975.53320502
 4698.63628668 1244.50793489 1396.91292573 3951.06641005 4434.92209563
 2637.0204553  1864.65504607]"
Violin,E4,"[ 659.25511383  698.45646287  622.25396744 1318.51022765 1975.53320502
 1396.91292573 1244.50793489 2093.0045224  1864.65504607 3322.43758064
 3135.96348785   97.998859  ]"
Violin,E4,"[ 659.25511383  698.45646287  622.25396744 1318.51022765 1975.53320502
 1396.91292573 1244.50793489 2637.0204553  2093.0045224  4698.63628668
 1864.65504607 3951.06641005]"
Violin,E5,"[1318.51022765 5274.04091061 6644.87516128 7902.1328201  1244.50793489
 1396.91292573 4978.03173955 5587.65170293 6271.92697571 2637.0204553
 7458.62018429 7040.        ]"
Violin,E5,"[1318.51022765 1396.91292573 5274.04091061 1244.50793489 3951.06641005
 5587.65170293 4978.03173955 4186.00904481 6644.87516128 3729.31009214
 2637.0204553  7902.1328201 ]"
Violin,E5,"[1318.51022765 5274.04091061 1396.91292573 1244.50793489 5587.65170293
 4978.03173955 3951.06641005 2637.0204553  6644.87516128 4186.00904481
 2793.82585146 2489.01586978]"
Violin,E5,"[1318.51022765 1396.91292573 1244.50793489 2637.0204553  5274.04091061
 3951.06641005 2793.82585146 5587.65170293 2489.01586978 4186.00904481
 6644.87516128 4978.03173955]"
Violin,E5,"[1318.51022765 5274.04091061 6644.87516128 1396.91292573 1244.50793489
 7902.1328201  6271.92697571 5587.65170293 4978.03173955 2637.0204553
 3951.06641005 7040.        ]"
Violin,E5,"[1318.51022765 1396.91292573 1244.50793489 5274.04091061 3951.06641005
 4186.00904481 5587.65170293 4978.03173955 3729.31009214 6644.87516128
 7902.1328201  2637.0204553 ]"
Violin,E5,"[1318.51022765 1396.91292573 1244.50793489 5274.04091061 3951.06641005
 2637.0204553  5587.65170293 4978.03173955 4186.00904481 2793.82585146
 6644.87516128 3729.31009214]"
Violin,E5,"[1318.51022765 1396.91292573 1244.50793489 2637.0204553  5274.04091061
 3951.06641005 2793.82585146 5587.65170293 4186.00904481 2489.01586978
 4978.03173955 7902.1328201 ]"
Violin,E5,"[1318.51022765 6644.87516128 1244.50793489 1396.91292573 7902.1328201
 6271.92697571 5274.04091061 7040.         3951.06641005 2637.0204553
 7458.62018429 4978.03173955]"
Violin,E5,"[1318.51022765 1396.91292573 1244.50793489 5274.04091061 3951.06641005
 5587.65170293 4186.00904481 2637.0204553  4978.03173955   97.998859
  103.82617439 6644.87516128]"
Violin,E5,"[1318.51022765 1396.91292573 1244.50793489 5274.04091061 3951.06641005
 2637.0204553  5587.65170293 4186.00904481 4978.03173955 3729.31009214
 2793.82585146 2489.01586978]"
Violin,E5,"[1318.51022765 1396.91292573 1244.50793489 2637.0204553  3951.06641005
 5274.04091061 2793.82585146 2489.01586978 4186.00904481 5587.65170293
 1046.5022612  3729.31009214]"
Violin,E6,"[5274.04091061 2637.0204553  4978.03173955 5587.65170293 2489.01586978
 2793.82585146 7902.1328201  7458.62018429 1046.5022612    97.998859
   87.30705786   92.49860568]"
Violin,E6,"[5274.04091061 5587.65170293 4978.03173955 7902.1328201  2637.0204553
 7458.62018429 2793.82585146 2489.01586978 1046.5022612    97.998859
  554.36526195 1108.73052391]"
Violin,E6,"[5274.04091061 2637.0204553  7902.1328201  5587.65170293 4978.03173955
 2793.82585146 2489.01586978 7458.62018429   97.998859    103.82617439
   92.49860568 1046.5022612 ]"
Violin,E6,"[5274.04091061 5587.65170293 4978.03173955 7902.1328201  2637.0204553
  110.          116.54094038  103.82617439   97.998859   7458.62018429
 2489.01586978 2793.82585146]"
Violin,E6,"[5274.04091061 7902.1328201  2637.0204553  5587.65170293 4978.03173955
 7458.62018429   97.998859   2793.82585146  103.82617439 2489.01586978
   92.49860568   87.30705786]"
Violin,E6,"[5274.04091061 5587.65170293 4978.03173955 7902.1328201   103.82617439
   97.998859   2637.0204553    65.40639133  110.           77.78174593
   69.29565774   92.49860568]"
Violin,E7,"[5274.04091061 5587.65170293 4978.03173955 5919.91076339  880.
 1046.5022612   932.32752304   97.998859    830.60939516 1108.73052391
  554.36526195  987.76660251]"
Violin,E7,"[5274.04091061 5587.65170293 4978.03173955   97.998859    880.
  130.81278265 1046.5022612   103.82617439  830.60939516   92.49860568
  987.76660251  932.32752304]"
Violin,E7,"[5274.04091061 4978.03173955 5587.65170293   97.998859     92.49860568
  103.82617439  110.           87.30705786  116.54094038  880.
 1046.5022612    65.40639133]"
Violin,F#4,"[ 739.98884542  783.99087196  698.45646287 1479.97769085 5274.04091061
 4434.92209563 4978.03173955 2217.46104781 1567.98174393 3729.31009214
 2959.95538169 1396.91292573]"
Violin,F#4,"[ 739.98884542  698.45646287  783.99087196 1479.97769085 1396.91292573
 2959.95538169 5274.04091061 1567.98174393 4978.03173955 5919.91076339
 4434.92209563 2793.82585146]"
Violin,F#4,"[ 739.98884542  698.45646287  783.99087196 1479.97769085 4434.92209563
 5274.04091061 3729.31009214 4978.03173955 2217.46104781 1396.91292573
 1567.98174393 4698.63628668]"
Violin,F#4,"[ 739.98884542  698.45646287  783.99087196 1479.97769085 2959.95538169
 1396.91292573 1567.98174393 2793.82585146 4434.92209563 5274.04091061
 3135.96348785 2217.46104781]"
Violin,F#4,"[ 739.98884542  698.45646287  783.99087196 1479.97769085 3729.31009214
 4434.92209563 1396.91292573 1567.98174393 2217.46104781 3520.
 2959.95538169 4698.63628668]"
Violin,F#4,"[ 739.98884542  698.45646287  783.99087196 1479.97769085 1396.91292573
 1567.98174393 2959.95538169 2793.82585146 4434.92209563 3135.96348785
   97.998859   4698.63628668]"
Violin,F#5,"[5919.91076339 4434.92209563 2959.95538169 6271.92697571 4698.63628668
 5587.65170293 4186.00904481 1479.97769085 3135.96348785 2793.82585146
 7458.62018429 1567.98174393]"
Violin,F#5,"[4434.92209563 1479.97769085 2959.95538169 4698.63628668 5919.91076339
 1567.98174393 1396.91292573 4186.00904481 3135.96348785 2793.82585146
 7458.62018429 6271.92697571]"
Violin,F#5,"[1479.97769085 4434.92209563 2959.95538169 1567.98174393 1396.91292573
 5919.91076339 4698.63628668 4186.00904481 7458.62018429 3135.96348785
 2793.82585146 6271.92697571]"
Violin,F#5,"[4434.92209563 5919.91076339 2959.95538169 4698.63628668 6271.92697571
 4186.00904481 3135.96348785 5587.65170293 2793.82585146 1479.97769085
 7458.62018429 7040.        ]"
Violin,F#5,"[4434.92209563 1479.97769085 2959.95538169 4698.63628668 4186.00904481
 5919.91076339 1567.98174393 1396.91292573 2793.82585146 3135.96348785
 7458.62018429 6271.92697571]"
Violin,F#5,"[1479.97769085 2959.95538169 4434.92209563 1567.98174393 1396.91292573
 3135.96348785 2793.82585146 5919.91076339 4698.63628668 4186.00904481
 6271.92697571 5587.65170293]"
Violin,F#5,"[4434.92209563 5919.91076339 2959.95538169 4698.63628668 4186.00904481
 1479.97769085 6271.92697571 5587.65170293 3135.96348785 2793.82585146
 1567.98174393 7458.62018429]"
Violin,F#5,"[4434.92209563 1479.97769085 2959.95538169 4698.63628668 1567.98174393
 4186.00904481 1396.91292573 3135.96348785 2793.82585146 5919.91076339
   97.998859   7458.62018429]"
Violin,F#5,"[1479.97769085 2959.95538169 4434.92209563 1396.91292573 1567.98174393
 2793.82585146 3135.96348785 4698.63628668 4186.00904481 5919.91076339
   97.998859   1046.5022612 ]"
Violin,F#6,"[2959.95538169 5919.91076339 3135.96348785 6271.92697571 2793.82585146
 5587.65170293 1046.5022612   880.           97.998859    932.32752304
  554.36526195  987.76660251]"
Violin,F#6,"[2959.95538169 3135.96348785 2793.82585146 5919.91076339 6271.92697571
 5587.65170293 1046.5022612   987.76660251  554.36526195 1108.73052391
 3322.43758064  523.2511306 ]"
Violin,F#6,"[2959.95538169 5919.91076339 3135.96348785 2793.82585146 6271.92697571
 5587.65170293  110.           97.998859    103.82617439  116.54094038
   87.30705786 1046.5022612 ]"
Violin,F#6,"[2959.95538169 3135.96348785 2793.82585146 5919.91076339 6271.92697571
 5587.65170293 1046.5022612    97.998859     65.40639133  554.36526195
   87.30705786   69.29565774]"
Violin,F#6,"[2959.95538169 5919.91076339 3135.96348785 2793.82585146 6271.92697571
 5587.65170293  103.82617439   97.998859    110.           92.49860568
   87.30705786  116.54094038]"
Violin,F#6,"[2959.95538169 3135.96348785 2793.82585146 5919.91076339   97.998859
  103.82617439 6271.92697571  110.         5587.65170293  116.54094038
   92.49860568   73.41619198]"
Violin,F4,"[ 698.45646287  659.25511383  739.98884542 1396.91292573 1318.51022765
 1479.97769085 2093.0045224  4186.00904481 1975.53320502 2217.46104781
 3520.         2793.82585146]"
Violin,F4,"[ 698.45646287  739.98884542  659.25511383 1396.91292573 1479.97769085
 1318.51022765 3520.         2093.0045224  6271.92697571 3322.43758064
 2793.82585146 2217.46104781]"
Violin,F4,"[ 698.45646287  659.25511383  739.98884542 1396.91292573 1318.51022765
 1479.97769085 2093.0045224  4186.00904481 1975.53320502 2793.82585146
 2217.46104781 3520.        ]"
Violin,F4,"[ 698.45646287  659.25511383  739.98884542 1396.91292573 1318.51022765
 1479.97769085 2093.0045224  3520.         3322.43758064 6271.92697571
 1975.53320502 2217.46104781]"
Violin,F4,"[ 698.45646287  659.25511383  739.98884542 1396.91292573 1318.51022765
 1479.97769085 2093.0045224  1975.53320502 2217.46104781 3520.
 2793.82585146 4186.00904481]"
Violin,F4,"[ 698.45646287  659.25511383  739.98884542 1396.91292573 1318.51022765
 1479.97769085 2093.0045224  3520.         1975.53320502 3322.43758064
  103.82617439   97.998859  ]"
Violin,F5,"[1396.91292573 5587.65170293 1479.97769085 7040.         4186.00904481
 1318.51022765 5919.91076339 5274.04091061 2793.82585146 6644.87516128
 4434.92209563 7902.1328201 ]"
Violin,F5,"[1396.91292573 1318.51022765 1479.97769085 4186.00904481 7902.1328201
 5587.65170293 2793.82585146 3951.06641005 5274.04091061 4434.92209563
 5919.91076339 2637.0204553 ]"
Violin,F5,"[1396.91292573 1479.97769085 1318.51022765 4186.00904481 2793.82585146
 4434.92209563 7902.1328201  3951.06641005 5587.65170293 7040.
 2959.95538169 2637.0204553 ]"
Violin,F5,"[1396.91292573 5587.65170293 7040.         1479.97769085 1318.51022765
 4186.00904481 5919.91076339 6644.87516128 5274.04091061 2793.82585146
 7458.62018429 7902.1328201 ]"
Violin,F5,"[1396.91292573 1318.51022765 1479.97769085 4186.00904481 5587.65170293
 2793.82585146 7902.1328201  3951.06641005 4434.92209563 5274.04091061
 2637.0204553  5919.91076339]"
Violin,F5,"[1396.91292573 1318.51022765 1479.97769085 4186.00904481 3951.06641005
 7902.1328201  4434.92209563 5587.65170293 2793.82585146 5274.04091061
 5919.91076339 2637.0204553 ]"
Violin,F5,"[1396.91292573 5587.65170293 1479.97769085 7040.         4186.00904481
 1318.51022765 5919.91076339 6644.87516128 5274.04091061 4434.92209563
 3951.06641005  103.82617439]"
Violin,F5,"[1396.91292573 1318.51022765 1479.97769085 4186.00904481 2793.82585146
 5587.65170293 3951.06641005 4434.92209563 7902.1328201  2637.0204553
 5274.04091061   97.998859  ]"
Violin,F5,"[1396.91292573 1318.51022765 1479.97769085 4186.00904481 5587.65170293
 4434.92209563 3951.06641005 2793.82585146   97.998859   7902.1328201
 5919.91076339  103.82617439]"
Violin,F6,"[5587.65170293 2793.82585146 5919.91076339 2959.95538169 5274.04091061
 7902.1328201  2637.0204553  1046.5022612   880.         6271.92697571
  554.36526195 1108.73052391]"
Violin,F6,"[5587.65170293 5919.91076339 5274.04091061 7902.1328201  2793.82585146
 2959.95538169 2637.0204553  1046.5022612   987.76660251  554.36526195
   97.998859   1108.73052391]"
Violin,F6,"[5587.65170293 2793.82585146 5919.91076339 5274.04091061 7902.1328201
 2959.95538169 2637.0204553    97.998859   1046.5022612   103.82617439
  880.          554.36526195]"
Violin,F6,"[5587.65170293 5919.91076339 5274.04091061 7902.1328201  2793.82585146
 2959.95538169 2637.0204553    97.998859   1046.5022612   103.82617439
   92.49860568  110.        ]"
Violin,F6,"[5587.65170293 2793.82585146 5919.91076339 2959.95538169 7902.1328201
 5274.04091061 2637.0204553    97.998859     65.40639133  103.82617439
   87.30705786  110.        ]"
Violin,F6,"[5587.65170293 5919.91076339 5274.04091061 7902.1328201    65.40639133
   97.998859   2793.82585146  103.82617439  110.           69.29565774
   87.30705786   82.40688923]"
Violin,G#3,"[ 830.60939516  880.          783.99087196  415.30469758 1244.50793489
 1661.21879032  440.          391.99543598 2093.0045224  1318.51022765
 1174.65907167 1760.        ]"
Violin,G#3,"[ 830.60939516  880.          783.99087196  415.30469758 1244.50793489
 1661.21879032  440.          391.99543598 2093.0045224  1318.51022765
 1174.65907167 1760.        ]"
Violin,G#3,"[ 830.60939516  880.          783.99087196  415.30469758 1244.50793489
 1661.21879032  440.         1318.51022765  391.99543598 2093.0045224
 1174.65907167 1760.        ]"
Violin,G#4,"[ 830.60939516  783.99087196  880.         1661.21879032 2489.01586978
 1567.98174393 3322.43758064 1760.         4978.03173955 4186.00904481
 2349.31814334 7458.62018429]"
Violin,G#4,"[ 830.60939516  783.99087196  880.         1661.21879032 1567.98174393
 1760.         3322.43758064 4186.00904481 2489.01586978 7458.62018429
 4978.03173955 3135.96348785]"
Violin,G#4,"[ 830.60939516  783.99087196  880.         1661.21879032 2489.01586978
 3322.43758064 1567.98174393 4978.03173955 1760.         4186.00904481
 2349.31814334 3135.96348785]"
Violin,G#4,"[ 830.60939516  783.99087196  880.         1661.21879032 1760.
 1567.98174393 3322.43758064 4186.00904481 2489.01586978 3520.
 3135.96348785 4978.03173955]"
Violin,G#4,"[ 830.60939516  783.99087196  880.         1661.21879032 2489.01586978
 1567.98174393 3322.43758064 1760.         4978.03173955 4186.00904481
 2349.31814334 2637.0204553 ]"
Violin,G#4,"[ 830.60939516  880.          783.99087196 1661.21879032 1760.
 1567.98174393 3322.43758064 2489.01586978 4186.00904481 3520.
 3135.96348785 4978.03173955]"
Violin,G#5,"[1661.21879032 4978.03173955 3322.43758064 1567.98174393 1760.
 6644.87516128 5274.04091061 7902.1328201  4698.63628668 3135.96348785
 3520.         6271.92697571]"
Violin,G#5,"[1661.21879032 3322.43758064 1760.         1567.98174393 4978.03173955
 3520.         3135.96348785 7902.1328201  5274.04091061 6644.87516128
 4698.63628668  110.        ]"
Violin,G#5,"[1661.21879032 1760.         1567.98174393 3322.43758064 4978.03173955
 3520.         3135.96348785 5274.04091061 7902.1328201  6644.87516128
 4698.63628668 7040.        ]"
Violin,G#5,"[1661.21879032 4978.03173955 1760.         1567.98174393 3322.43758064
 6644.87516128 5274.04091061 4698.63628668 3520.         3135.96348785
 7902.1328201  7040.        ]"
Violin,G#5,"[1661.21879032 3322.43758064 1760.         1567.98174393 4978.03173955
 3520.         3135.96348785 5274.04091061 6644.87516128 4698.63628668
 7902.1328201  7040.        ]"
Violin,G#5,"[1661.21879032 1760.         1567.98174393 3322.43758064 4978.03173955
 3520.         3135.96348785 5274.04091061 4698.63628668 7902.1328201
 6644.87516128   97.998859  ]"
Violin,G#5,"[1661.21879032 3322.43758064 4978.03173955 1760.         1567.98174393
 6644.87516128 3520.         3135.96348785 5274.04091061 7902.1328201
 4698.63628668 7040.        ]"
Violin,G#5,"[1661.21879032 3322.43758064 1567.98174393 1760.         4978.03173955
 3135.96348785 3520.         5274.04091061 4698.63628668 7902.1328201
 6644.87516128   97.998859  ]"
Violin,G#5,"[1661.21879032 1567.98174393 1760.         3322.43758064 4978.03173955
 3135.96348785 3520.         5274.04091061 4698.63628668   97.998859
  103.82617439   65.40639133]"
Violin,G#6,"[6644.87516128 3322.43758064 6271.92697571 7040.         3135.96348785
 3520.           97.998859    880.          103.82617439 1046.5022612
  830.60939516  110.        ]"
Violin,G#6,"[3322.43758064 6644.87516128 3520.         3135.96348785 7040.
 6271.92697571 1046.5022612    97.998859    554.36526195  987.76660251
  103.82617439  880.        ]"
Violin,G#6,"[6644.87516128 6271.92697571 7040.         3322.43758064 3135.96348785
 3520.          830.60939516  987.76660251   97.998859     92.49860568
  103.82617439  783.99087196]"
Violin,G#6,"[3322.43758064 6644.87516128 3135.96348785 3520.         6271.92697571
 7040.         1046.5022612    97.998859    987.76660251  880.
  554.36526195  103.82617439]"
Violin,G#6,"[3322.43758064 6644.87516128 3520.         3135.96348785 7040.
 6271.92697571   97.998859    103.82617439   82.40688923   65.40639133
   92.49860568  110.        ]"
Violin,G#6,"[3322.43758064 3520.         3135.96348785 6644.87516128 7040.
 6271.92697571   97.998859    103.82617439   87.30705786  110.
  116.54094038   92.49860568]"
Violin,G3,"[ 391.99543598  783.99087196 1174.65907167  415.30469758  830.60939516
  369.99442271  739.98884542 1567.98174393 1975.53320502 1244.50793489
 1108.73052391 1661.21879032]"
Violin,G3,"[ 783.99087196  391.99543598 1174.65907167  830.60939516 1975.53320502
  739.98884542  415.30469758 1244.50793489  369.99442271 1864.65504607
 1567.98174393 1108.73052391]"
Violin,G3,"[ 391.99543598  783.99087196 1174.65907167  415.30469758  830.60939516
 1244.50793489  369.99442271  739.98884542 1975.53320502 1108.73052391
 1567.98174393 1864.65504607]"
Violin,G4,"[ 783.99087196  830.60939516  739.98884542 1567.98174393 3135.96348785
 3951.06641005 2349.31814334 1661.21879032 1479.97769085 3322.43758064
 3729.31009214 4698.63628668]"
Violin,G4,"[ 783.99087196  830.60939516 1567.98174393  739.98884542 1661.21879032
 3135.96348785 1479.97769085 3951.06641005 4698.63628668 3322.43758064
 2349.31814334 3729.31009214]"
Violin,G4,"[ 783.99087196  830.60939516 1567.98174393  739.98884542 3135.96348785
 3951.06641005 2349.31814334 1661.21879032 3322.43758064 3729.31009214
 1479.97769085 4698.63628668]"
Violin,G4,"[ 783.99087196  739.98884542 1567.98174393  830.60939516 1479.97769085
 1661.21879032 3135.96348785 3951.06641005 3729.31009214 4698.63628668
 2349.31814334 2959.95538169]"
